period_number,period_s,period_error_s,period_error_ns
807,3.333484891764049e-05,-9.770199850843214e-10,-0.9770199850843214
808,3.333113917486363e-05,-4.686762761942748e-09,-4.686762761942748
809,3.3337128210478295e-05,1.3022728527191602e-09,1.3022728527191603
810,3.333260287926437e-05,-3.223058361203463e-09,-3.223058361203463
811,3.3338390827392095e-05,2.564889766518857e-09,2.564889766518857
812,3.333374320566018e-05,-2.082731965393609e-09,-2.082731965393609
813,3.333285577367118e-05,-2.970163954398703e-09,-2.970163954398703
814,3.3329702259339566e-05,-6.123678286009521e-09,-6.123678286009521
815,3.3334425427730685e-05,-1.400509894890884e-09,-1.4005098948908838
816,3.333083941237103e-05,-4.986525254548741e-09,-4.986525254548741
817,3.333525242545099e-05,-5.735121745862942e-10,-0.5735121745862942
818,3.333081280638972e-05,-5.013131235855734e-09,-5.013131235855734
819,3.333813503428318e-05,2.3090966576024214e-09,2.309096657602421
820,3.3332208687515685e-05,-3.617250109890619e-09,-3.617250109890619
821,3.3338354856297936e-05,2.528918672359986e-09,2.528918672359986
822,3.3332375114859814e-05,-3.450822765762424e-09,-3.450822765762424
823,3.3329078638962006e-05,-6.747298663569551e-09,-6.747298663569551
824,3.332750721908584e-05,-8.31871853973693e-09,-8.318718539736931
825,3.333416451746507e-05,-1.661420160505695e-09,-1.6614201605056949
826,3.333078451284166e-05,-5.041424783915733e-09,-5.0414247839157325
827,3.3336966287898784e-05,1.1403502732078514e-09,1.1403502732078514
828,3.333171352254416e-05,-4.112415081416305e-09,-4.112415081416304
829,3.333735947879529e-05,1.5335411697160956e-09,1.5335411697160957
830,3.33317195819402e-05,-4.106355685375824e-09,-4.106355685375823
831,3.333898307342209e-05,3.1571357965144925e-09,3.1571357965144924
