period_number,period_s,period_error_s,period_error_fs
60,3.92114864971422e-09,-3.493969947326027e-13,-349.3969947326027
61,3.921148873900124e-09,-3.49172808828387e-13,-349.172808828387
62,3.921189903078335e-09,-3.0814363061808835e-13,-308.14363061808837
63,3.921206730275522e-09,-2.9131643343035295e-13,-291.31643343035296
64,3.921192511397711e-09,-3.0553531124163135e-13,-305.53531124163135
65,3.921186176187577e-09,-3.1187052137589865e-13,-311.87052137589865
66,3.921193403465706e-09,-3.0464324324663743e-13,-304.64324324663744
67,3.921190053552044e-09,-3.079931569090745e-13,-307.9931569090745
68,3.921186971246582e-09,-3.1107546237028787e-13,-311.0754623702879
69,3.921183464990967e-09,-3.1458171798599737e-13,-314.5817179859974
70,3.921214805874089e-09,-2.832408348637576e-13,-283.2408348637576
71,3.921242248955533e-09,-2.5579775341929333e-13,-255.79775341929331
72,3.9212338358448305e-09,-2.642108641221834e-13,-264.2108641221834
73,3.921229761819642e-09,-2.6828488931056925e-13,-268.28488931056927
74,3.921233904854299e-09,-2.641418546539047e-13,-264.1418546539047
75,3.92123124536058e-09,-2.6680134837290303e-13,-266.801348372903
76,3.9212237313787385e-09,-2.743153302141509e-13,-274.3153302141509
77,3.921220782579222e-09,-2.772641297303498e-13,-277.2641297303498
78,3.921254138072611e-09,-2.439086363413061e-13,-243.9086363413061
79,3.921268455599268e-09,-2.295911096848587e-13,-229.59110968485868
80,3.9212782956962126e-09,-2.1975101274012464e-13,-219.75101274012465
81,3.9212581205911364e-09,-2.3992611781627803e-13,-239.92611781627804
82,3.921266154353052e-09,-2.3189235590101347e-13,-231.89235590101347
83,3.921262560046667e-09,-2.3548666228565595e-13,-235.48666228565594
84,3.92125876870009e-09,-2.392780088626205e-13,-239.2780088626205
85,3.9212535270569246e-09,-2.4451965202813746e-13,-244.51965202813747
86,3.921283178278724e-09,-2.1486843022908058e-13,-214.8684302290806
87,3.9213198035361295e-09,-1.7824317282320078e-13,-178.24317282320078
88,3.921295590279404e-09,-2.024564295483579e-13,-202.4564295483579
89,3.92129909267255e-09,-1.9895403640288788e-13,-198.95403640288788
90,3.921293399350759e-09,-2.046473581934623e-13,-204.64735819346228
91,3.921292985253292e-09,-2.0506145566071598e-13,-205.06145566071598
92,3.9212838681701185e-09,-2.141785388342009e-13,-214.1785388342009
93,3.921294726034748e-09,-2.033206742051004e-13,-203.3206742051004
94,3.921335353109477e-09,-1.626935994755223e-13,-162.6935994755223
95,3.921350422720076e-09,-1.47623988877076e-13,-147.623988877076
96,3.921323537094731e-09,-1.745096142220297e-13,-174.5096142220297
97,3.921332186534402e-09,-1.658601745505921e-13,-165.8601745505921
98,3.9213214931161375e-09,-1.7655359281518084e-13,-176.55359281518085
99,3.921326961262689e-09,-1.710854462633045e-13,-171.0854462633045
100,3.921315553666901e-09,-1.8249304205143662e-13,-182.49304205143662
101,3.921334858930127e-09,-1.631877788257412e-13,-163.1877788257412
102,3.921364651884255e-09,-1.3339482469768614e-13,-133.39482469768615
103,3.921372656047451e-09,-1.2539066150173044e-13,-125.39066150173043
104,3.921346773092275e-09,-1.5127361667756955e-13,-151.27361667756955
105,3.921369814733028e-09,-1.2823197592505458e-13,-128.23197592505457
106,3.921353133442347e-09,-1.4491326660542774e-13,-144.91326660542774
107,3.921351887477211e-09,-1.4615923174204808e-13,-146.1592317420481
108,3.921345240436979e-09,-1.5280627197364937e-13,-152.80627197364936
109,3.9213930532106846e-09,-1.0499349826812486e-13,-104.99349826812487
110,3.921401415255465e-09,-9.663145348755885e-14,-96.63145348755884
111,3.921382249339324e-09,-1.1579736962903557e-13,-115.79736962903557
112,3.921382845054207e-09,-1.1520165474536341e-13,-115.20165474536341
113,3.9213800885379464e-09,-1.1795817100627203e-13,-117.95817100627202
114,3.9213746211367835e-09,-1.2342557216915477e-13,-123.42557216915478
115,3.92136639379057e-09,-1.3165291838231662e-13,-131.6529183823166
116,3.921406836876191e-09,-9.12098327614093e-14,-91.2098327614093
117,3.921436232809036e-09,-6.181389991639129e-14,-61.81389991639129
118,3.921410427035503e-09,-8.761967345007659e-14,-87.61967345007659
119,3.921398107774765e-09,-9.993893418747029e-14,-99.93893418747028
120,3.921426883896333e-09,-7.116281261940792e-14,-71.16281261940793
121,3.921401515042723e-09,-9.653166623010872e-14,-96.53166623010871
122,3.921387814711705e-09,-1.1023199724734161e-13,-110.23199724734161
123,3.9214450650316415e-09,-5.298167731119978e-14,-52.98167731119978
124,3.921463544525835e-09,-3.450218311765079e-14,-34.50218311765079
125,3.921442184116734e-09,-5.586259221887395e-14,-55.86259221887396
126,3.921440813278612e-09,-5.723343034071031e-14,-57.23343034071031
127,3.921381015693434e-09,-1.1703101551847105e-13,-117.03101551847105
128,3.92137556652042e-09,-1.2248018853232888e-13,-122.48018853232888
129,3.921420946032743e-09,-7.710067620998644e-14,-77.10067620998645
130,3.92146934609166e-09,-2.8700617292680853e-14,-28.700617292680853
131,3.921483582126971e-09,-1.4464581982022874e-14,-14.464581982022874
132,3.921458615336183e-09,-3.943137276958457e-14,-39.43137276958457
133,3.921456746510451e-09,-4.130019850177068e-14,-41.30019850177068
134,3.921459347755408e-09,-3.8698953544489146e-14,-38.69895354448914
135,3.921444713086064e-09,-5.3333622888915734e-14,-53.333622888915734
136,3.9214369328648266e-09,-6.111384412614456e-14,-61.113844126144556
137,3.9214867204179216e-09,-1.1326291031127801e-14,-11.3262910311278
138,3.921506664262674e-09,8.617553721634429e-15,8.61755372163443
139,3.921482728453285e-09,-1.5318255667583648e-14,-15.318255667583648
140,3.92147385499034e-09,-2.4191718612911074e-14,-24.191718612911075
141,3.921479525354149e-09,-1.8521354803339042e-14,-18.52135480333904
142,3.921457227503192e-09,-4.081920576047464e-14,-40.819205760474645
143,3.921468993685296e-09,-2.905302365632011e-14,-29.05302365632011
144,3.921525857744656e-09,2.7811035703346597e-14,27.811035703346597
145,3.921507378101385e-09,9.331392431998885e-15,9.331392431998886
146,3.921515678956505e-09,1.7632247552455248e-14,17.632247552455247
147,3.92150487560014e-09,6.828891187576468e-15,6.828891187576468
148,3.921483623448626e-09,-1.442326032672402e-14,-14.42326032672402
149,3.921495305523747e-09,-2.7411852061000507e-15,-2.7411852061000506
150,3.9214943784631265e-09,-3.668245826210937e-15,-3.668245826210937
151,3.921535526754498e-09,3.748004554526242e-14,37.48004554526242
152,3.92153498131949e-09,3.693461053733927e-14,36.934610537339275
153,3.9215203229196706e-09,2.227621071786241e-14,22.27621071786241
154,3.921516966161982e-09,1.8919453029211507e-14,18.919453029211507
155,3.921502463453594e-09,4.416744641703562e-15,4.416744641703562
156,3.921499857736303e-09,1.8110273504605246e-15,1.8110273504605245
157,3.921551836665277e-09,5.3789956323977827e-14,53.789956323977826
158,3.921563001616619e-09,6.495490766590768e-14,64.95490766590768
159,3.921539255136034e-09,4.120842708105988e-14,41.20842708105988
160,3.921542522081125e-09,4.447537217224752e-14,44.47537217224752
161,3.921534125721346e-09,3.607901239292234e-14,36.07901239292234
162,3.92152877923583e-09,3.073252687732604e-14,30.732526877326038
163,3.921536751550587e-09,3.870484163446498e-14,38.704841634464984
164,3.921583658812191e-09,8.561210323805675e-14,85.61210323805675
165,3.921570038739239e-09,7.199203028664209e-14,71.99203028664209
166,3.921557324625623e-09,5.927791667055633e-14,59.27791667055633
167,3.92155623146523e-09,5.818475627762066e-14,58.184756277620664
168,3.921547486873266e-09,4.9440164313020295e-14,49.4401643130203
169,3.921535449721934e-09,3.740301298090732e-14,37.40301298090732
170,3.921594301069665e-09,9.625436071263134e-14,96.25436071263134
171,3.921598852889199e-09,1.0080618024590439e-13,100.80618024590439
172,3.92157474520666e-09,7.669849770729304e-14,76.69849770729304
173,3.921577939699941e-09,7.989299098830433e-14,79.89299098830433
174,3.921567081659129e-09,6.903495017635082e-14,69.03495017635082
175,3.92155801656345e-09,5.996985449703658e-14,59.96985449703658
176,3.921584856950459e-09,8.681024150634332e-14,86.81024150634332
177,3.921623051360117e-09,1.2500465116393423e-13,125.00465116393423
178,3.921597841775805e-09,9.979506685237156e-14,99.79506685237156
179,3.921594273598693e-09,9.622688974008598e-14,96.22688974008598
180,3.921587299901899e-09,8.925319294644197e-14,89.25319294644197
181,3.921578223354334e-09,8.017664538168085e-14,80.17664538168086
182,3.921587525849632e-09,8.947914067918795e-14,89.47914067918795
183,3.921636472549732e-09,1.3842584077933357e-13,138.42584077933358
184,3.921621600263929e-09,1.2355355497627963e-13,123.55355497627963
185,3.921609152471024e-09,1.1110576207133778e-13,111.10576207133778
186,3.921606251051143e-09,1.0820434219007647e-13,108.20434219007647
187,3.921596628377391e-09,9.858166843850725e-14,98.58166843850725
188,3.9215933290282076e-09,9.528231925488946e-14,95.28231925488946
189,3.921649491635867e-09,1.5144492691401236e-13,151.44492691401234
190,3.921643329532162e-09,1.4528282320910952e-13,145.28282320910952
191,3.921624544252298e-09,1.2649754334533815e-13,126.49754334533814
192,3.9216241272952475e-09,1.2608058629485453e-13,126.08058629485454
193,3.921613509879555e-09,1.1546317060255702e-13,115.46317060255701
194,3.921601881052314e-09,1.0383434336112924e-13,103.83434336112924
195,3.921662328128803e-09,1.6428141985031742e-13,164.28141985031743
196,3.921662921593967e-09,1.6487488501448167e-13,164.87488501448166
197,3.921639939082891e-09,1.4189237393794863e-13,141.89237393794863
198,3.921626211524846e-09,1.281648158936592e-13,128.1648158936592
199,3.921645695830508e-09,1.4764912155561345e-13,147.64912155561345
200,3.9216138099596115e-09,1.157632506588467e-13,115.76325065884669
201,3.9216681933644006e-09,1.7014665544786657e-13,170.14665544786658
202,3.92168762794584e-09,1.895812368876852e-13,189.5812368876852
203,3.921664720054978e-09,1.6667334602567347e-13,166.67334602567348
204,3.921655041856523e-09,1.5699514757034584e-13,156.99514757034584
205,3.9216438933172915e-09,1.4584660833880199e-13,145.84660833880199
206,3.92162884819611e-09,1.308014871569267e-13,130.8014871569267
207,3.921688633611118e-09,1.9058690216530129e-13,190.5869021653013
208,3.921693641703583e-09,1.955949946303377e-13,195.5949946303377
209,3.921666416329935e-09,1.6836962098210851e-13,168.3696209821085
210,3.9216701891095496e-09,1.7214240059686926e-13,172.14240059686927
211,3.921656259835691e-09,1.582131267383889e-13,158.2131267383889
212,3.921648402243076e-09,1.5035553412362608e-13,150.3555341236261
213,3.921701039730002e-09,2.0299302104923823e-13,202.99302104923822
214,3.92170442753653e-09,2.0638082757760369e-13,206.3808275776037
215,3.921684256686948e-09,1.862099779949773e-13,186.2099779949773
216,3.921681361609649e-09,1.8331490069642504e-13,183.31490069642504
217,3.92168028402111e-09,1.822373121571917e-13,182.2373121571917
218,3.921657006688358e-09,1.5895997940490554e-13,158.95997940490554
219,3.921719654369996e-09,2.2160766104358754e-13,221.60766104358754
220,3.921719818558863e-09,2.2177184991008332e-13,221.77184991008332
221,3.921691539015442e-09,1.9349230648954647e-13,193.49230648954648
222,3.921696596926997e-09,1.985502180444086e-13,198.5502180444086
223,3.92168064584648e-09,1.8259913752720442e-13,182.59913752720442
224,3.921677074620049e-09,1.7902791109630873e-13,179.02791109630874
225,3.921739449597736e-09,2.414028887835563e-13,241.40288878355634
226,3.921727184438687e-09,2.2913772973456965e-13,229.13772973456966
227,3.9217104861937954e-09,2.1243948484272425e-13,212.43948484272426
228,3.921709518069018e-09,2.1147136006533047e-13,211.47136006533046
229,3.921683031606255e-09,1.8498489730270446e-13,184.98489730270447
230,3.921715815847072e-09,2.177691381195927e-13,217.7691381195927
231,3.921750788414449e-09,2.527417054963714e-13,252.7417054963714
232,3.921730711822693e-09,2.3266511374011546e-13,232.66511374011546
233,3.921732319003336e-09,2.342722943830265e-13,234.2722943830265
234,3.921715841705294e-09,2.1779499634140649e-13,217.7949963414065
235,3.921702988068411e-09,2.04941359458249e-13,204.941359458249
236,3.921706457190102e-09,2.0841048114955086e-13,208.41048114955086
237,3.921777480062473e-09,2.7943335352014027e-13,279.43335352014026
238,3.9217387293486805e-09,2.4068263972784705e-13,240.68263972784703
239,3.9217366851396944e-09,2.3863843074173425e-13,238.63843074173425
240,3.9217226952589345e-09,2.2464854998181195e-13,224.64854998181195
241,3.921711221540366e-09,2.1317483141368538e-13,213.17483141368538
242,3.921745594679467e-09,2.4754797051435113e-13,247.54797051435114
243,3.921776661733778e-09,2.786150248254025e-13,278.61502482540254
244,3.9217398951370665e-09,2.418484281138121e-13,241.84842811381208
245,3.92175437336959e-09,2.5632666063727617e-13,256.3266606372762
246,3.9217329661907175e-09,2.349194817648374e-13,234.9194817648374
247,3.921709364410465e-09,2.1131770151243496e-13,211.31770151243495
248,3.921786116803426e-09,2.8807009447363264e-13,288.07009447363265
249,3.921780073162361e-09,2.82026453408601e-13,282.026453408601
250,3.921759836325524e-09,2.6178961657125173e-13,261.7896165712517
251,3.921754697044596e-09,2.5665033564334456e-13,256.65033564334453
252,3.921742349974073e-09,2.443032651202266e-13,244.3032651202266
253,3.921742248506302e-09,2.442017973494091e-13,244.20179734940913
254,3.925983334653396e-09,4.485287944443522e-12,4485.287944443522
255,3.927640899797566e-09,6.1428530886132256e-12,6142.853088613226
256,3.922387184826905e-09,8.89138117952223e-13,889.138117952223
257,3.921125206444325e-09,-3.728402646273878e-13,-372.8402646273878
258,3.920569525644557e-09,-9.285210643956839e-13,-928.5210643956839
259,3.920781687150369e-09,-7.163595585840528e-13,-716.3595585840528
260,3.920791302858121e-09,-7.067438508314418e-13,-706.7438508314418
261,3.920827312546191e-09,-6.707341627615178e-13,-670.7341627615178
262,3.920856104198955e-09,-6.419425099973346e-13,-641.9425099973346
263,3.920875972935603e-09,-6.220737733500713e-13,-622.0737733500713
264,3.920879830716668e-09,-6.182159922849877e-13,-618.2159922849877
265,3.9208821782312116e-09,-6.158684777411221e-13,-615.8684777411221
266,3.920889375070365e-09,-6.086716385878534e-13,-608.6716385878534
267,3.920900814744985e-09,-5.972319639679429e-13,-597.2319639679429
268,3.920905516916254e-09,-5.925297926984004e-13,-592.5297926984003
269,3.920909853101528e-09,-5.881936074247075e-13,-588.1936074247076
270,3.920915405327958e-09,-5.82641380994355e-13,-582.641380994355
271,3.920916552305437e-09,-5.814944035160825e-13,-581.4944035160826
272,3.920937113101883e-09,-5.609336070695946e-13,-560.9336070695946
273,3.920975498358228e-09,-5.225483507245919e-13,-522.548350724592
274,3.9209738763511205e-09,-5.241703578322117e-13,-524.1703578322117
275,3.920974832874935e-09,-5.232138340180635e-13,-523.2138340180635
276,3.9209704827441105e-09,-5.275639648422e-13,-527.5639648422
277,3.920978466876671e-09,-5.195798322813809e-13,-519.579832281381
278,3.9209831536387175e-09,-5.148930702352149e-13,-514.8930702352149
279,3.920984220669838e-09,-5.138260391146361e-13,-513.8260391146362
280,3.920986505490391e-09,-5.115412185613945e-13,-511.5412185613945
281,3.920987833881998e-09,-5.102128269546109e-13,-510.21282695461093
282,3.920997481329769e-09,-5.005653791834004e-13,-500.5653791834004
283,3.921029043457897e-09,-4.690032510553378e-13,-469.00325105533784
284,3.921043770718107e-09,-4.54275990845381e-13,-454.275990845381
285,3.921047860979223e-09,-4.501857297294622e-13,-450.1857297294622
286,3.921033059668005e-09,-4.649870409477998e-13,-464.9870409477998
287,3.921039375213422e-09,-4.586714955304359e-13,-458.67149553043595
288,3.921046191118142e-09,-4.5185559081047004e-13,-451.85559081047006
289,3.92104337780324e-09,-4.5466890571268974e-13,-454.66890571268976
290,3.9210407287585194e-09,-4.573179504332507e-13,-457.31795043325076
291,3.921045717457318e-09,-4.5232925163457465e-13,-452.32925163457463
292,3.9210686542286155e-09,-4.2939248033719334e-13,-429.3924803371933
293,3.921100407027248e-09,-3.97639681704572e-13,-397.639681704572
294,3.921100619273376e-09,-3.9742743557678083e-13,-397.42743557678085
295,3.921084465026924e-09,-4.1358168202858163e-13,-413.5816820285816
296,3.921095509970638e-09,-4.0253673831461877e-13,-402.5367383146188
297,3.921091000394332e-09,-4.0704631462074635e-13,-407.04631462074633
298,3.921085638364068e-09,-4.1240834488499066e-13,-412.40834488499064
299,3.9211041424696506e-09,-3.9390423930212625e-13,-393.90423930212626
300,3.921082324716968e-09,-4.157219919847581e-13,-415.7219919847581
301,3.921111187357869e-09,-3.868593510833314e-13,-386.85935108333143
302,3.9211596861062894e-09,-3.383606026632753e-13,-338.3606026632753
303,3.921146966517452e-09,-3.5108019150033214e-13,-351.08019150033215
304,3.921135201866784e-09,-3.6284484216891804e-13,-362.84484216891803
305,3.9211325569420315e-09,-3.654897669212236e-13,-365.4897669212236
306,3.921144002932129e-09,-3.5404377682365833e-13,-354.04377682365833
307,3.921136836274454e-09,-3.6121043449895045e-13,-361.21043449895046
308,3.921133820484796e-09,-3.642262241568818e-13,-364.2262241568818
309,3.921137307522928e-09,-3.6073918602467963e-13,-360.7391860246796
310,3.9211635221355484e-09,-3.345245734042772e-13,-334.5245734042772
311,3.921190146698563e-09,-3.0790001038993086e-13,-307.90001038993086
312,3.921186049335923e-09,-3.1199737303007945e-13,-311.9973730300795
313,3.921174991761253e-09,-3.2305494769935177e-13,-323.05494769935177
314,3.921182873097896e-09,-3.151736110570115e-13,-315.1736110570115
315,3.9211765508710824e-09,-3.214958378702633e-13,-321.4958378702633
316,3.9211764990191135e-09,-3.215476898391624e-13,-321.54768983916244
317,3.921175587882713e-09,-3.2245882623986493e-13,-322.45882623986495
318,3.9211790589695206e-09,-3.1898773943212543e-13,-318.9877394321254
319,3.921222265862662e-09,-2.7578084629069953e-13,-275.7808462906995
320,3.921226549369263e-09,-2.7149733969006233e-13,-271.49733969006235
321,3.921226346122013e-09,-2.717005869398219e-13,-271.7005869398219
322,3.921213780991328e-09,-2.84265717624881e-13,-284.265717624881
323,3.921218333935721e-09,-2.79712773231854e-13,-279.712773231854
324,3.921212811457088e-09,-2.85235251865099e-13,-285.23525186509903
325,3.92121335900629e-09,-2.846877026629395e-13,-284.6877026629395
326,3.921202363773245e-09,-2.956829357072939e-13,-295.6829357072939
327,3.921256390299337e-09,-2.416564096158748e-13,-241.6564096158748
328,3.921267320331173e-09,-2.3072637777966825e-13,-230.72637777966824
329,3.921253816172986e-09,-2.4423053596631704e-13,-244.23053596631703
330,3.921244433487386e-09,-2.536132215670066e-13,-253.6132215670066
331,3.921263009028339e-09,-2.3503768061350254e-13,-235.03768061350254
332,3.921248702045549e-09,-2.4934466340382254e-13,-249.34466340382255
333,3.921239988448214e-09,-2.58058260738817e-13,-258.05826073881695
334,3.921251193772534e-09,-2.468529364184892e-13,-246.8529364184892
335,3.921292835904443e-09,-2.0521080450997585e-13,-205.21080450997584
336,3.9213028085586556e-09,-1.952381502971283e-13,-195.2381502971283
337,3.921285346750831e-09,-2.126999581214738e-13,-212.6999581214738
338,3.921282237963732e-09,-2.158087452207501e-13,-215.8087452207501
339,3.921289445089253e-09,-2.0860161969936996e-13,-208.60161969936996
340,3.921279724498493e-09,-2.1832221045964178e-13,-218.32221045964178
341,3.921275688610116e-09,-2.2235809883661044e-13,-222.35809883661045
342,3.921283767745892e-09,-2.1427896306042736e-13,-214.27896306042737
343,3.921325126548668e-09,-1.729201602846388e-13,-172.9201602846388
344,3.921329706272855e-09,-1.683404360979514e-13,-168.3404360979514
345,3.921318462500015e-09,-1.7958420893782094e-13,-179.58420893782093
346,3.921319846484088e-09,-1.782002248646432e-13,-178.2002248646432
347,3.921301911096755e-09,-1.9613561219793034e-13,-196.13561219793036
348,3.921324912378081e-09,-1.7313433087128615e-13,-173.13433087128615
349,3.921307214376814e-09,-1.908323321389076e-13,-190.8323321389076
350,3.921332469538274e-09,-1.6557717067851906e-13,-165.57717067851905
351,3.921352822574479e-09,-1.4522413447333364e-13,-145.22413447333363
352,3.9213596091244255e-09,-1.3843758452718779e-13,-138.4375845271878
353,3.9213501973551015e-09,-1.4784935385115426e-13,-147.84935385115426
354,3.921344687277031e-09,-1.5335943192205147e-13,-153.35943192205147
355,3.921339082412585e-09,-1.5896429636787822e-13,-158.96429636787823
356,3.9213396142679605e-09,-1.5843244099216546e-13,-158.43244099216545
357,3.921338759428758e-09,-1.5928728019506165e-13,-159.28728019506164
358,3.921374980793749e-09,-1.2306591520348702e-13,-123.06591520348702
359,3.9213986585901264e-09,-9.938811882626618e-14,-99.38811882626618
360,3.921365970789093e-09,-1.3207591985991184e-13,-132.07591985991183
361,3.9213739598818785e-09,-1.2408682707415368e-13,-124.08682707415369
362,3.921371371566032e-09,-1.2667514292052833e-13,-126.67514292052833
363,3.921358995831914e-09,-1.3905087703858137e-13,-139.05087703858138
364,3.9213557456648515e-09,-1.423010441011498e-13,-142.30104410114978
365,3.921398293119127e-09,-9.975358982608389e-14,-99.7535898260839
366,3.921426155326026e-09,-7.189138292679103e-14,-71.89138292679102
367,3.9214026708564486e-09,-9.537585250413054e-14,-95.37585250413055
368,3.921395402703897e-09,-1.0264400505529446e-13,-102.64400505529446
369,3.921393620383946e-09,-1.0442632500664338e-13,-104.42632500664338
370,3.921385124006516e-09,-1.1292270243638035e-13,-112.92270243638035
371,3.9213817953974266e-09,-1.162513115261281e-13,-116.2513115261281
372,3.9214170957055676e-09,-8.095100338513421e-14,-80.95100338513421
373,3.921445314669192e-09,-5.2732039760984995e-14,-52.732039760984996
374,3.921429395423561e-09,-6.865128539189956e-14,-68.65128539189956
375,3.921421798879724e-09,-7.624782922858219e-14,-76.24782922858219
376,3.921418028363381e-09,-8.001834557130787e-14,-80.01834557130788
377,3.921416267022742e-09,-8.17796862106192e-14,-81.7796862106192
378,3.921397445950654e-09,-1.0060075829860975e-13,-100.60075829860975
379,3.921444791677169e-09,-5.325503178393769e-14,-53.25503178393769
380,3.921470494112683e-09,-2.755259626981742e-14,-27.55259626981742
381,3.921435138781282e-09,-6.290792767106495e-14,-62.90792767106495
382,3.9214153205413506e-09,-8.272616760214473e-14,-82.72616760214473
383,3.921390244801797e-09,-1.0780190715551407e-13,-107.80190715551407
384,3.9214267565161305e-09,-7.129019282214781e-14,-71.29019282214782
385,3.92141623976861e-09,-8.180694034273005e-14,-81.80694034273004
386,3.921479773880392e-09,-1.8272828560351052e-14,-18.27282856035105
387,3.921490580001473e-09,-7.466707479932434e-15,-7.466707479932434
388,3.921467323024616e-09,-3.072368433643018e-14,-30.723684336430182
389,3.921472212817072e-09,-2.5833891880939087e-14,-25.83389188093909
390,3.921459400230793e-09,-3.864647815934085e-14,-38.646478159340845
391,3.9214540865423935e-09,-4.396016655921946e-14,-43.96016655921946
392,3.921432219309434e-09,-6.582739951849813e-14,-65.82739951849813
393,3.921505659424101e-09,7.612715148174863e-15,7.612715148174863
394,3.921513212342353e-09,1.51656333999421e-14,15.1656333999421
395,3.921489687432034e-09,-8.359276918431125e-15,-8.359276918431126
396,3.92148128745373e-09,-1.6759255222506976e-14,-16.759255222506976
397,3.9214840611003854e-09,-1.398560856727309e-14,-13.98560856727309
398,3.921470962691309e-09,-2.7084017643396342e-14,-27.084017643396344
399,3.921481701998431e-09,-1.6344710521857143e-14,-16.34471052185714
400,3.92153342413412e-09,3.537742516710697e-14,35.37742516710697
401,3.9215116988367774e-09,1.3652127824733805e-14,13.652127824733805
402,3.921509653692667e-09,1.1606983714247242e-14,11.606983714247242
403,3.921503047838565e-09,5.0011296126732486e-15,5.001129612673249
404,3.921497595860178e-09,-4.508487743058908e-16,-0.4508487743058908
405,3.92147974791375e-09,-1.829879520238208e-14,-18.29879520238208
406,3.921521701103262e-09,2.3654394309417358e-14,23.65439430941736
407,3.92155628262602e-09,5.823591706763482e-14,58.23591706763482
408,3.921523837266145e-09,2.579055719228408e-14,25.79055719228408
409,3.921534405526821e-09,3.6358817868586534e-14,36.358817868586534
410,3.921522747832697e-09,2.4701123744316332e-14,24.701123744316334
411,3.921514506717116e-09,1.646000816356392e-14,16.46000816356392
412,3.9215050266701605e-09,6.979961207785167e-15,6.979961207785167
413,3.921561917522866e-09,6.387081391363942e-14,63.870813913639424
414,3.921565675408254e-09,6.762869930105565e-14,67.62869930105565
415,3.921542335137565e-09,4.4288428612656704e-14,44.2884286126567
416,3.921540976320535e-09,4.292961158240778e-14,42.92961158240778
417,3.921546205115905e-09,4.8158406952180776e-14,48.158406952180776
418,3.921513951524289e-09,1.5904815336088406e-14,15.904815336088406
419,3.9215480349781215e-09,4.9988269168793186e-14,49.98826916879319
420,3.921589411060369e-09,9.136435141670575e-14,91.36435141670574
421,3.921569483288914e-09,7.143657996115061e-14,71.43657996115061
422,3.921561417380404e-09,6.337067145147186e-14,63.37067145147186
423,3.921557660186196e-09,5.961347724294059e-14,59.61347724294059
424,3.921548991732329e-09,5.094502337590302e-14,50.94502337590302
425,3.9215455229223454e-09,4.747621339272574e-14,47.47621339272574
426,3.9216003120897975e-09,1.0226538084479831e-13,102.26538084479832
427,3.921596948244137e-09,9.890153518444479e-14,98.90153518444478
428,3.921572391227561e-09,7.434451860797399e-14,74.34451860797398
429,3.921581675061028e-09,8.362835207558717e-14,83.62835207558717
430,3.921567860400892e-09,6.981369193926569e-14,69.81369193926568
431,3.921555023230329e-09,5.697652137660282e-14,56.97652137660282
432,3.921603858230501e-09,1.0581152154792812e-13,105.81152154792812
433,3.921620701826246e-09,1.2265511729352236e-13,122.65511729352237
434,3.921593947701072e-09,9.5900992119564e-14,95.900992119564
435,3.92160296720605e-09,1.0492049709752522e-13,104.92049709752523
436,3.921586495017311e-09,8.844830835864305e-14,88.44830835864305
437,3.921577129394342e-09,7.908268538964298e-14,79.08268538964298
438,3.9215977863324165e-09,9.973962346377608e-14,99.73962346377608
439,3.921639668167873e-09,1.4162145892009882e-13,141.62145892009883
440,3.921617185812811e-09,1.191391038582605e-13,119.1391038582605
441,3.9216107674037125e-09,1.1272069475978209e-13,112.72069475978209
442,3.921604582382684e-09,1.0653567373145835e-13,106.53567373145835
443,3.921595066340216e-09,9.701963126355307e-14,97.01963126355308
444,3.921602395465587e-09,1.0434875663439215e-13,104.34875663439215
445,3.92165245999168e-09,1.5441328272689748e-13,154.41328272689748
446,3.921631637970272e-09,1.335912613194763e-13,133.5912613194763
447,3.9216333583551744e-09,1.35311646221722e-13,135.311646221722
448,3.921619267372562e-09,1.2122066360921542e-13,121.22066360921542
449,3.921611470942502e-09,1.1342423354950793e-13,113.42423354950793
450,3.9216097219075575e-09,1.1167519860485432e-13,111.67519860485432
451,3.921665102968081e-09,1.6705625912794104e-13,167.05625912794105
452,3.921656692906696e-09,1.5864619774366108e-13,158.64619774366108
453,3.921637424330162e-09,1.3937762120897713e-13,139.37762120897713
454,3.92164162813435e-09,1.435814253974095e-13,143.58142539740948
455,3.921626694076128e-09,1.2864736717557819e-13,128.64736717557818
456,3.9216194450597455e-09,1.2139835079275863e-13,121.39835079275863
457,3.921682375433548e-09,1.8432872459538908e-13,184.32872459538908
458,3.921662394305793e-09,1.643475968404205e-13,164.3475968404205
459,3.921654286357344e-09,1.5623964839150363e-13,156.23964839150364
460,3.921656001592286e-09,1.5795488333343e-13,157.95488333343002
461,3.921641682669719e-09,1.436359607666855e-13,143.6359607666855
462,3.921631037159638e-09,1.3299045068559346e-13,132.99045068559346
463,3.921691064148443e-09,1.9301743949052498e-13,193.01743949052496
464,3.921688195498573e-09,1.9014878961992705e-13,190.14878961992704
465,3.921661754274146e-09,1.63707565192948e-13,163.707565192948
466,3.9216646410030875e-09,1.6659429413477212e-13,166.59429413477213
467,3.921655372633053e-09,1.57325924100644e-13,157.32592410064402
468,3.921640346173701e-09,1.4229946474866263e-13,142.29946474866261
469,3.921714704688923e-09,2.1665797997059378e-13,216.65797997059377
470,3.9217023059019565e-09,2.0425919300384827e-13,204.25919300384828
471,3.921683921451636e-09,1.8587474268324479e-13,185.8747426832448
472,3.92167259988729e-09,1.745531783374994e-13,174.5531783374994
473,3.921664009035194e-09,1.6596232624095748e-13,165.96232624095748
