period_number,period_s,period_error_s,period_error_fs
4242,3.921522046272576e-09,2.3999563623555275e-14,23.999563623555275
4243,3.921580428608001e-09,8.238189904798921e-14,82.38189904798921
4244,3.921570102856245e-09,7.205614729261746e-14,72.05614729261745
4245,3.921552108596734e-09,5.406188778136435e-14,54.06188778136435
4246,3.9215507034707185e-09,5.2656761765823134e-14,52.656761765823134
4247,3.9215398274050454e-09,4.1780696092752044e-14,41.780696092752045
4248,3.92152775500359e-09,2.970829463750614e-14,29.70829463750614
4249,3.921563891082528e-09,6.584437357568763e-14,65.84437357568763
4250,3.921591447544415e-09,9.340083546233958e-14,93.40083546233959
4251,3.921563395439505e-09,6.534873055253588e-14,65.34873055253588
4252,3.921563553434867e-09,6.550672591412133e-14,65.50672591412133
4253,3.9215524986113606e-09,5.4451902407861695e-14,54.451902407861695
4254,3.921543238711656e-09,4.5192002703206123e-14,45.19200270320612
4255,3.921546793214268e-09,4.8746505315591225e-14,48.74650531559123
4256,3.921599343870152e-09,1.0129716119971445e-13,101.29716119971445
4257,3.921587117539094e-09,8.907083014102991e-14,89.07083014102992
4258,3.9215731826138314e-09,7.513590487872547e-14,75.13590487872547
4259,3.921561067034025e-09,6.302032507196032e-14,63.02032507196032
4260,3.921554452641831e-09,5.640593287827801e-14,56.40593287827801
4261,3.921538565908713e-09,4.051919976001085e-14,40.51919976001085
4262,3.921601037827627e-09,1.029911186740058e-13,102.9911186740058
4263,3.921601072847357e-09,1.0302613840417708e-13,103.02613840417708
4264,3.92158031856148e-09,8.227185252748194e-14,82.27185252748194
4265,3.921572682525579e-09,7.463581662666653e-14,74.63581662666653
4266,3.9215647729454704e-09,6.672623651773303e-14,66.72623651773303
4267,3.921547208599226e-09,4.9161890272924734e-14,49.16189027292474
4268,3.92159045202998e-09,9.240532102756339e-14,92.40532102756339
4269,3.921612209013131e-09,1.1416230417842744e-13,114.16230417842745
4270,3.921593132042225e-09,9.5085333272676e-14,95.085333272676
4271,3.9215868808306544e-09,8.883412170172201e-14,88.83412170172201
4272,3.921566422125395e-09,6.837541644230073e-14,68.37541644230073
4273,3.9215571733116576e-09,5.912660270485882e-14,59.12660270485882
4274,3.921579579054283e-09,8.153234533068389e-14,81.53234533068388
4275,3.921614885393299e-09,1.1683868434626222e-13,116.83868434626223
4276,3.921611329454119e-09,1.1328274516599858e-13,113.28274516599858
4277,3.9215963091069565e-09,9.826239800376458e-14,98.26239800376459
4278,3.921582156121532e-09,8.410941257951899e-14,84.10941257951899
4279,3.9215750202280936e-09,7.697351914087115e-14,76.97351914087115
4280,3.9215548950505275e-09,5.684834157476072e-14,56.84834157476072
4281,3.921643319950525e-09,1.4527324157241018e-13,145.27324157241017
4282,3.921612632963286e-09,1.1458625433292359e-13,114.58625433292359
4283,3.921603855506443e-09,1.0580879748996975e-13,105.80879748996975
4284,3.921593413853475e-09,9.536714452235929e-14,95.3671445223593
4285,3.921585211105099e-09,8.716439614598571e-14,87.1643961459857
4286,3.921564525530535e-09,6.647882158197184e-14,66.47882158197183
4287,3.921631052067418e-09,1.3300535846546514e-13,133.00535846546515
4288,3.921627560502742e-09,1.2951379378919282e-13,129.51379378919282
4289,3.921610906967637e-09,1.1286025868443529e-13,112.8602586844353
4290,3.921603688403783e-09,1.0564169483013542e-13,105.64169483013542
4291,3.921594238389227e-09,9.619168027453452e-14,96.19168027453452
4292,3.92157725422667e-09,7.920751771727753e-14,79.20751771727753
4293,3.921617120774233e-09,1.1907406528043852e-13,119.07406528043852
4294,3.921641555330174e-09,1.435086212215271e-13,143.50862122152708
4295,3.921618721571636e-09,1.2067486268305906e-13,120.67486268305906
4296,3.921613494497437e-09,1.1544778848423488e-13,115.44778848423488
4297,3.921602215948812e-09,1.0416923985968286e-13,104.16923985968286
4298,3.921589142557701e-09,9.109584874868971e-14,91.0958487486897
4299,3.921605108952574e-09,1.0706224362158024e-13,107.06224362158024
4300,3.921654701823617e-09,1.5665511466400007e-13,156.65511466400008
4301,3.921626868185445e-09,1.288214764919522e-13,128.8214764919522
4302,3.9216227588694755e-09,1.2471216052285195e-13,124.71216052285196
4303,3.9216095382708146e-09,1.1149156186188959e-13,111.4915618618896
4304,3.921600352720274e-09,1.0230601132121221e-13,102.30601132121221
4305,3.921594900213338e-09,9.685350438567398e-14,96.85350438567399
4306,3.921666942113778e-09,1.6889540482565536e-13,168.89540482565536
4307,3.921635252890051e-09,1.3720618109792316e-13,137.20618109792315
4308,3.92163156695503e-09,1.335202460771785e-13,133.5202460771785
4309,3.9216176244674574e-09,1.1957775850472098e-13,119.57775850472098
4310,3.921609284350666e-09,1.1123764171309348e-13,111.23764171309348
4311,3.921586750319818e-09,8.870361086520907e-14,88.70361086520907
4312,3.921678206161199e-09,1.8015945224615039e-13,180.15945224615038
4313,3.921646169559095e-09,1.4812285014235383e-13,148.12285014235383
4314,3.921637307832638e-09,1.3926112368554356e-13,139.26112368554357
4315,3.9216257682081306e-09,1.2772149917785703e-13,127.72149917785703
4316,3.921617101800695e-09,1.1905509174242003e-13,119.05509174242003
4317,3.921594246249693e-09,9.619954074028504e-14,96.19954074028504
4318,3.9216748083529054e-09,1.7676164395274375e-13,176.76164395274375
4319,3.921656188752686e-09,1.5814204373345532e-13,158.14204373345532
4320,3.921643148673687e-09,1.4510196473421178e-13,145.10196473421178
4321,3.92163348580314e-09,1.3543909418709766e-13,135.43909418709765
4322,3.9216241851374335e-09,1.2613842848075664e-13,126.13842848075663
4323,3.921602925342294e-09,1.0487863334114013e-13,104.87863334114013
4324,3.921671229401534e-09,1.731826925813691e-13,173.1826925813691
4325,3.921665362783579e-09,1.6731607462605004e-13,167.31607462605004
4326,3.921647547986632e-09,1.495012776793976e-13,149.5012776793976
4327,3.9216413838093905e-09,1.4333710043783988e-13,143.3371004378399
4328,3.921630499585096e-09,1.3245287614342084e-13,132.45287614342084
4329,3.9216108527304235e-09,1.128060214707567e-13,112.8060214707567
4330,3.9216694284875155e-09,1.7138177856276205e-13,171.38177856276207
4331,3.921673854471834e-09,1.75807762881391e-13,175.807762881391
4332,3.921655018573281e-09,1.569718643286917e-13,156.9718643286917
4333,3.921647253463112e-09,1.492067541592419e-13,149.2067541592419
4334,3.925026839787446e-09,3.528793078493347e-12,3528.793078493347
4335,3.927917821295451e-09,6.419774586498611e-12,6419.774586498611
4336,3.922707419578165e-09,1.2093728692121548e-12,1209.372869212155
4337,3.921483258072494e-09,-1.4788636458851635e-14,-14.788636458851634
4338,3.9209027460072095e-09,-5.953007017431487e-13,-595.3007017431487
4339,3.9211145693232585e-09,-3.834773856941702e-13,-383.4773856941702
4340,3.921117370413781e-09,-3.806762951714453e-13,-380.6762951714453
4341,3.921131966729474e-09,-3.660799794788704e-13,-366.07997947887037
4342,3.921130248892447e-09,-3.677978165060107e-13,-367.79781650601075
4343,3.921141889971173e-09,-3.5615673778003386e-13,-356.15673778003384
4344,3.921198160849971e-09,-2.9988585898146113e-13,-299.8858589814611
4345,3.9212191943992225e-09,-2.7885230973018803e-13,-278.85230973018804
4346,3.921204462341418e-09,-2.9358436753475813e-13,-293.58436753475814
4347,3.9211995474090246e-09,-2.9849929992812373e-13,-298.4992999281237
4348,3.9212075064287526e-09,-2.905402802001249e-13,-290.54028020012487
4349,3.921207530498041e-09,-2.905162109118957e-13,-290.5162109118957
4350,3.921204312857043e-09,-2.9373385190928957e-13,-293.73385190928957
4351,3.921204995335206e-09,-2.9305137374676426e-13,-293.0513737467642
4352,3.921237971723753e-09,-2.6007498519985727e-13,-260.0749851998573
4353,3.921252584275373e-09,-2.454624335797494e-13,-245.4624335797494
4354,3.921257507610333e-09,-2.40539098619547e-13,-240.53909861954702
4355,3.921248950815737e-09,-2.4909589321534574e-13,-249.09589321534574
4356,3.921249489176326e-09,-2.4855753262659807e-13,-248.55753262659806
4357,3.921243958010523e-09,-2.540886984297501e-13,-254.0886984297501
4358,3.921249117864187e-09,-2.4892884476562004e-13,-248.92884476562003
4359,3.9212407368458685e-09,-2.5730986308420455e-13,-257.30986308420455
4360,3.9212529298919205e-09,-2.451168170322153e-13,-245.11681703221532
4361,3.9213079249087075e-09,-1.9012180024516922e-13,-190.12180024516923
4362,3.921284331585232e-09,-2.1371512372062628e-13,-213.71512372062628
4363,3.921280151579281e-09,-2.1789512967137258e-13,-217.8951296713726
4364,3.9212765195291086e-09,-2.215271798441447e-13,-221.5271798441447
4365,3.921273691577477e-09,-2.2435513147569296e-13,-224.35513147569296
4366,3.92127551712999e-09,-2.2252957896271618e-13,-222.5295789627162
4367,3.921259195035489e-09,-2.388516734633449e-13,-238.8516734633449
4368,3.921303664129695e-09,-1.943825792577657e-13,-194.38257925776568
4369,3.921325380726315e-09,-1.7266598263782672e-13,-172.66598263782672
4370,3.921312299583158e-09,-1.8574712579435314e-13,-185.74712579435314
4371,3.921301806213747e-09,-1.9624049520559116e-13,-196.24049520559117
4372,3.921305487432488e-09,-1.9255927646429681e-13,-192.5592764642968
4373,3.921293934472294e-09,-2.0411223665870492e-13,-204.11223665870492
4374,3.9213040581829745e-09,-1.9398852597817583e-13,-193.98852597817583
4375,3.921291183715857e-09,-2.068629930955722e-13,-206.8629930955722
4376,3.921335150905772e-09,-1.6289580318069085e-13,-162.89580318069085
4377,3.92134651865713e-09,-1.5152805182239758e-13,-151.52805182239757
4378,3.921339394120709e-09,-1.5865258824328864e-13,-158.65258824328865
4379,3.9213263866219854e-09,-1.7166008696724898e-13,-171.660086967249
4380,3.921323795704054e-09,-1.742510048988376e-13,-174.25100489883758
4381,3.921317860510311e-09,-1.8018619864156637e-13,-180.18619864156636
4382,3.9213137399186394e-09,-1.8430679031326046e-13,-184.30679031326045
4383,3.92133931218213e-09,-1.5873452682247423e-13,-158.73452682247424
4384,3.9213689714812355e-09,-1.2907522771723233e-13,-129.07522771723234
4385,3.9213527605445626e-09,-1.4528616439012697e-13,-145.28616439012697
4386,3.921353405861696e-09,-1.446408472570636e-13,-144.6408472570636
4387,3.921348782606792e-09,-1.492641021609763e-13,-149.26410216097628
4388,3.92134458956331e-09,-1.5345714564284673e-13,-153.45714564284674
4389,3.921332846325634e-09,-1.6520038331852604e-13,-165.20038331852604
4390,3.921333633890092e-09,-1.6441281886043256e-13,-164.41281886043257
4391,3.921380209507804e-09,-1.1783720114887696e-13,-117.83720114887696
4392,3.921386802188849e-09,-1.1124452010369866e-13,-111.24452010369866
4393,3.921367233911729e-09,-1.3081279722391192e-13,-130.81279722391193
4394,3.921366521916162e-09,-1.3152479279058315e-13,-131.52479279058315
4395,3.921367858276655e-09,-1.3018843229783183e-13,-130.18843229783184
4396,3.921359933192455e-09,-1.3811351649783187e-13,-138.11351649783188
4397,3.9213505452213686e-09,-1.475014875841123e-13,-147.50148758411228
4398,3.9213982149345974e-09,-9.983177435524725e-14,-99.83177435524725
4399,3.921400772730153e-09,-9.727397880002807e-14,-97.27397880002808
4400,3.921386353030994e-09,-1.116936779587051e-13,-111.6936779587051
4401,3.9213843685344425e-09,-1.1367817451016825e-13,-113.67817451016825
4402,3.92138496115935e-09,-1.1308554960268767e-13,-113.08554960268768
4403,3.921374077070581e-09,-1.2396963837183516e-13,-123.96963837183516
4404,3.921365540550566e-09,-1.325061583870084e-13,-132.5061583870084
4405,3.921395282303246e-09,-1.0276440570654898e-13,-102.76440570654898
4406,3.921412506182904e-09,-8.554052604895545e-14,-85.54052604895544
4407,3.921424601108659e-09,-7.344560029357615e-14,-73.44560029357615
4408,3.9213975617027885e-09,-1.0048500616416977e-13,-100.48500616416976
4409,3.921398882965766e-09,-9.916374318667031e-14,-99.1637431866703
4410,3.921400149476534e-09,-9.789723241888136e-14,-97.89723241888136
4411,3.921385168675646e-09,-1.1287803330687395e-13,-112.87803330687395
4412,3.921393735634637e-09,-1.0431107431570818e-13,-104.31107431570817
4413,3.9214465500226996e-09,-5.1496686253127856e-14,-51.496686253127855
4414,3.921425765189427e-09,-7.228151952603278e-14,-72.28151952603278
4415,3.921414180597634e-09,-8.386611131882315e-14,-83.86611131882314
4416,3.921418800599931e-09,-7.924610902142791e-14,-79.24610902142791
4417,3.921406785471456e-09,-9.126123749691227e-14,-91.26123749691227
4418,3.921397254575418e-09,-1.007921335345806e-13,-100.7921335345806
4419,3.921400263371972e-09,-9.778333698066176e-14,-97.78333698066176
4420,3.921464304375375e-09,-3.374233357759148e-14,-33.74233357759148
4421,3.9214386039862926e-09,-5.944272266011118e-14,-59.44272266011118
4422,3.92143407109964e-09,-6.39756093129472e-14,-63.9756093129472
4423,3.921430888017587e-09,-6.715869136609308e-14,-67.15869136609308
4424,3.921421815955908e-09,-7.623075304436554e-14,-76.23075304436554
4425,3.921415125561142e-09,-8.292114781033909e-14,-82.9211478103391
4426,3.9214248433194245e-09,-7.320338952824289e-14,-73.2033895282429
4427,3.921472609174281e-09,-2.54375346717327e-14,-25.4375346717327
4428,3.921457804230985e-09,-4.0242477967348135e-14,-40.24247796734814
4429,3.921444173370222e-09,-5.387333873037902e-14,-53.87333873037902
4430,3.921444181664369e-09,-5.3865044583759504e-14,-53.865044583759506
4431,3.921434671720538e-09,-6.337498841444455e-14,-63.374988414444545
4432,3.921427395883704e-09,-7.065082524850596e-14,-70.65082524850595
4433,3.921441892940688e-09,-5.615376826482209e-14,-56.15376826482209
4434,3.92148729347298e-09,-1.0753235972860587e-14,-10.753235972860587
4435,3.921468756760017e-09,-2.9289948936062505e-14,-29.289948936062505
4436,3.921457562508111e-09,-4.048420084170378e-14,-40.484200841703775
4437,3.92145597260694e-09,-4.2074102012490834e-14,-42.07410201249083
4438,3.921447042358906e-09,-5.100435004660219e-14,-51.00435004660219
4439,3.921437353006721e-09,-6.069370223177927e-14,-60.69370223177927
4440,3.921461566520944e-09,-3.6480188008606186e-14,-36.480188008606184
4441,3.921499303017814e-09,1.2563088614354723e-15,1.2563088614354723
4442,3.921489454369225e-09,-8.59233972793404e-15,-8.592339727934041
4443,3.921462930040701e-09,-3.5116668251434103e-14,-35.116668251434106
4444,3.921466411251247e-09,-3.163545770590902e-14,-31.635457705909023
4445,3.92145817573286e-09,-3.9870976092945977e-14,-39.87097609294597
4446,3.921445466172893e-09,-5.25805360599073e-14,-52.5805360599073
4447,3.92149100906093e-09,-7.037648022698452e-15,-7.037648022698452
4448,3.921508869502788e-09,1.0822793835415633e-14,10.822793835415633
4449,3.921484156876095e-09,-1.3889832857861152e-14,-13.889832857861151
4450,3.92148422672582e-09,-1.3819983132898773e-14,-13.819983132898773
4451,3.921475681071401e-09,-2.2365637551375207e-14,-22.365637551375208
4452,3.921467946291788e-09,-3.010041716504973e-14,-30.10041716504973
4453,3.9214618197092564e-09,-3.622699969627651e-14,-36.22699969627651
4454,3.921517307441721e-09,1.9260732768055632e-14,19.260732768055632
4455,3.9215137589564304e-09,1.5712247477727824e-14,15.712247477727825
4456,3.921492777042308e-09,-5.269666645080652e-15,-5.269666645080652
4457,3.921494375779726e-09,-3.670929226587839e-15,-3.670929226587839
4458,3.92148378027847e-09,-1.4266430482473992e-14,-14.266430482473991
4459,3.921475831043667e-09,-2.221566528586615e-14,-22.215665285866148
4460,3.9214839111958825e-09,-1.4135513070146367e-14,-14.135513070146366
4461,3.9215525769720726e-09,5.4530263119878085e-14,54.530263119878086
4462,3.921479246090775e-09,-1.8800618177916996e-14,-18.800618177916995
4463,3.921445795824563e-09,-5.2250884389363085e-14,-52.25088438936309
4464,3.92150191090351e-09,3.8641945570234804e-15,3.8641945570234806
4465,3.921492384534016e-09,-5.6621749365747164e-15,-5.662174936574717
4466,3.92148136982599e-09,-1.667688296245239e-14,-16.67688296245239
4467,3.921512539852403e-09,1.449314344993081e-14,14.49314344993081
4468,3.9215453545593006e-09,4.73078503478659e-14,47.307850347865894
4469,3.921519210108113e-09,2.1163399160550444e-14,21.163399160550444
4470,3.921515995963668e-09,1.7949254715162854e-14,17.949254715162855
4471,3.921508293845645e-09,1.0247136691934454e-14,10.247136691934454
4472,3.921503141364555e-09,5.0946556025772794e-15,5.094655602577279
4473,3.9214903884636065e-09,-7.658245346229154e-15,-7.658245346229155
4474,3.921550069808759e-09,5.202309980611398e-14,52.02309980611398
4475,3.921544747107928e-09,4.670039897567658e-14,46.700398975676585
4476,3.921524150980044e-09,2.610427109089276e-14,26.10427109089276
4477,3.921524540398359e-09,2.649368940619524e-14,26.49368940619524
4478,3.9215132614431585e-09,1.521473420582854e-14,15.214734205828538
4479,3.921504027401676e-09,5.980692722986746e-15,5.9806927229867455
4480,3.921521141695599e-09,2.3094986645996306e-14,23.094986645996308
4481,3.921566784465761e-09,6.873775680834538e-14,68.73775680834538
4482,3.921542401463633e-09,4.4354754680558505e-14,44.35475468055851
4483,3.921534665572712e-09,3.661886375965718e-14,36.61886375965718
4484,3.9215287567250824e-09,3.071001612971981e-14,30.710016129719808
4485,3.921519637066929e-09,2.1590357976075235e-14,21.590357976075236
4486,3.9215056742505656e-09,7.627541612883603e-15,7.627541612883602
4487,3.921568122723608e-09,7.007601465489855e-14,70.07601465489856
4488,3.921558451586019e-09,6.040487706621923e-14,60.40487706621923
4489,3.921550555314492e-09,5.250860553895299e-14,52.50860553895299
4490,3.92154985841644e-09,5.181170748753362e-14,51.81170748753362
4491,3.921531870472407e-09,3.382376345393524e-14,33.82376345393524
4492,3.921522639005904e-09,2.45922969512531e-14,24.5922969512531
4493,3.921539591292917e-09,4.1544583964639014e-14,41.54458396463902
4494,3.921585476761736e-09,8.743005278329897e-14,87.43005278329898
4495,3.921559787431516e-09,6.174072256293862e-14,61.74072256293862
4496,3.921552874070573e-09,5.4827361620193426e-14,54.82736162019343
4497,3.921545932113798e-09,4.7885404845148926e-14,47.885404845148926
4498,3.921536614100857e-09,3.856739190404813e-14,38.56739190404813
4499,3.9215372303071615e-09,3.918359820878027e-14,39.18359820878027
4500,3.921580677676345e-09,8.263096739206345e-14,82.63096739206345
4501,3.9215888626709106e-09,9.081596195786258e-14,90.81596195786258
4502,3.921555325153529e-09,5.727844457658572e-14,57.27844457658572
4503,3.921559632770076e-09,6.158606112303356e-14,61.586061123033566
4504,3.9215468017794654e-09,4.875507051275386e-14,48.75507051275386
4505,3.921536437050642e-09,3.839034168928125e-14,38.39034168928125
4506,3.9215789453381136e-09,8.089862916086611e-14,80.89862916086611
4507,3.921588562590854e-09,9.05158819015729e-14,90.5158819015729
4508,3.921570821817811e-09,7.27751088582469e-14,72.77510885824691
4509,3.921569789115242e-09,7.174240628895446e-14,71.74240628895446
4510,3.921559374946799e-09,6.132823784641651e-14,61.32823784641651
4511,3.921544613181855e-09,4.656647290232031e-14,46.56647290232031
4512,3.9215638183054576e-09,6.577159650485954e-14,65.77159650485955
4513,3.921599295135265e-09,1.0124842631206122e-13,101.24842631206123
4514,3.921588427688999e-09,9.038098004626139e-14,90.3809800462614
4515,3.921580175202848e-09,8.212849389522504e-14,82.12849389522503
4516,3.921566680273932e-09,6.863356497956953e-14,68.63356497956953
4517,3.921558957257912e-09,6.091054895946647e-14,60.91054895946647
4518,3.921552716237842e-09,5.466952888893385e-14,54.66952888893385
4519,3.921608814999545e-09,1.1076829059262451e-13,110.76829059262451
4520,3.921603051082641e-09,1.0500437368809413e-13,105.00437368809413
4521,3.921581607108657e-09,8.356039970442665e-14,83.56039970442664
4522,3.921581722521978e-09,8.367581302568773e-14,83.67581302568773
4523,3.92156597280491e-09,6.792609595696842e-14,67.92609595696842
4524,3.921551035561844e-09,5.2988852891255444e-14,52.98885289125544
4525,3.921603780208602e-09,1.0573349964909063e-13,105.73349964909063
4526,3.92161471888695e-09,1.1667217799762276e-13,116.67217799762275
4527,3.921596828358482e-09,9.87816495292222e-14,98.78164952922221
4528,3.921590105925542e-09,9.20592165890517e-14,92.0592165890517
4529,3.9215813557905935e-09,8.33090816408445e-14,83.30908164084451
4530,3.921571043753996e-09,7.299704504295469e-14,72.99704504295468
4531,3.9215771996099855e-09,7.915290103283857e-14,79.15290103283857
4532,3.9216261474891555e-09,1.2810078020284677e-13,128.10078020284678
4533,3.9216102696736e-09,1.1222296464744831e-13,112.22296464744831
4534,3.921595861629615e-09,9.78149206621255e-14,97.8149206621255
4535,3.921591887079976e-09,9.38403710230652e-14,93.8403710230652
4536,3.921580972850386e-09,8.292614143352263e-14,82.92614143352263
4537,3.9215716834874875e-09,7.363677853482976e-14,73.63677853482976
4538,3.921629051633095e-09,1.3100492414206645e-13,131.00492414206644
4539,3.921624792968276e-09,1.2674625932370632e-13,126.74625932370633
4540,3.921602610029197e-09,1.0456332024432703e-13,104.56332024432703
4541,3.921588951385753e-09,9.09046768006262e-14,90.9046768006262
4542,3.921585833274515e-09,8.778656556266652e-14,87.78656556266652
4543,3.921570736680835e-09,7.268997188265248e-14,72.68997188265249
4544,3.921643195511221e-09,1.4514880226806316e-13,145.14880226806315
4545,3.92162923394169e-09,1.3118723273736988e-13,131.1872327373699
4546,3.921614982863074e-09,1.1693615412156867e-13,116.93615412156866
4547,3.921606562135851e-09,1.0851542689841688e-13,108.51542689841688
4548,3.921597492730468e-09,9.944602151546701e-14,99.44602151546701
4549,3.921578622191656e-09,8.05754827033568e-14,80.5754827033568
4550,3.921630642266102e-09,1.3259555714931993e-13,132.59555714931994
4551,3.9216423716802e-09,1.4432497124730005e-13,144.32497124730006
4552,3.921621931569008e-09,1.238848600551369e-13,123.8848600551369
4553,3.921615690819988e-09,1.176441110351474e-13,117.64411103514739
4554,3.921605250088592e-09,1.0720337963938354e-13,107.20337963938354
4555,3.921596517870085e-09,9.847116113207667e-14,98.47116113207667
4556,3.921613434974738e-09,1.1538826578496543e-13,115.38826578496543
4557,3.9216545839708405e-09,1.565372618878509e-13,156.5372618878509
4558,3.921632763860018e-09,1.3471715106549388e-13,134.71715106549388
4559,3.92162254170378e-09,1.244949948277031e-13,124.49499482770311
4560,3.921615621051578e-09,1.1757434262534795e-13,117.57434262534795
4561,3.921604570727511e-09,1.0652401855810413e-13,106.52401855810413
4562,3.921606685301218e-09,1.0863859226521123e-13,108.63859226521123
4563,3.921664546813024e-09,1.6650010407103745e-13,166.50010407103744
4564,3.92163550965623e-09,1.3746294727742204e-13,137.46294727742205
4565,3.921632238808011e-09,1.3419209905841346e-13,134.19209905841345
4566,3.921618709103311e-09,1.2066239435807547e-13,120.66239435807547
4567,3.921609794684628e-09,1.1174797567568241e-13,111.74797567568241
4568,3.921603136355142e-09,1.0508964618896012e-13,105.08964618896012
4569,3.921676233319821e-09,1.7818661086804145e-13,178.18661086804144
4570,3.92164412857561e-09,1.4608186665770418e-13,146.08186665770418
4571,3.9216401655998295e-09,1.4211889087683517e-13,142.11889087683517
4572,3.921626076961804e-09,1.280302528515266e-13,128.0302528515266
4573,3.92161736642734e-09,1.1931971838766943e-13,119.31971838766943
4574,3.921597411984511e-09,9.936527555867115e-14,99.36527555867114
4575,3.921685829078253e-09,1.8778236930067872e-13,187.7823693006787
4576,3.9216534315994565e-09,1.5538489050377037e-13,155.38489050377038
4577,3.921645381560956e-09,1.4733485200339137e-13,147.33485200339138
4578,3.92163312644433e-09,1.3507973537702734e-13,135.07973537702733
4579,3.921624206577531e-09,1.2615986857871754e-13,126.15986857871754
4580,3.9216004498647886e-09,1.0240315583586691e-13,102.40315583586691
4581,3.9216877275433625e-09,1.8968083440975515e-13,189.68083440975514
4582,3.921661973106802e-09,1.6392639784893704e-13,163.92639784893706
4583,3.921650746383041e-09,1.5269967408822983e-13,152.69967408822984
4584,3.921639768022893e-09,1.4172131394018473e-13,141.72131394018473
4585,3.921630577241077e-09,1.325305321240251e-13,132.53053212402511
4586,3.9216117026365065e-09,1.1365592755376809e-13,113.65592755376808
4587,3.921686490522894e-09,1.8844381394105781e-13,188.4438139410578
4588,3.921669657145754e-09,1.7161043680093925e-13,171.61043680093925
4589,3.925018279198143e-09,3.5202324891899446e-12,3520.2324891899448
4590,3.927957968705587e-09,6.459921996634554e-12,6459.921996634554
4591,3.922673283852235e-09,1.175237143282209e-12,1175.237143282209
4592,3.921455237490762e-09,-4.280921819049032e-14,-42.80921819049032
4593,3.920931154624899e-09,-5.668920840539775e-13,-566.8920840539774
4594,3.9211381853336644e-09,-3.598613752882539e-13,-359.8613752882539
4595,3.9211392104197135e-09,-3.5883628923922316e-13,-358.83628923922316
4596,3.921137684107e-09,-3.6036260195259394e-13,-360.36260195259393
4597,3.921180096632315e-09,-3.1795007663789386e-13,-317.95007663789386
4598,3.9211748303642074e-09,-3.232163447452534e-13,-323.21634474525337
4599,3.921168503095854e-09,-3.2954361309860724e-13,-329.54361309860724
4600,3.9211844637444555e-09,-3.135829644972309e-13,-313.5829644972309
4601,3.921185677291947e-09,-3.1236941700556785e-13,-312.36941700556787
4602,3.9212466961360045e-09,-2.513505729481923e-13,-251.35057294819228
4603,3.921229761142016e-09,-2.6828556693692706e-13,-268.28556693692707
4604,3.921225081508599e-09,-2.72965200353809e-13,-272.965200353809
4605,3.92122679872221e-09,-2.712479867429178e-13,-271.2479867429178
4606,3.921228546483217e-09,-2.695002257358169e-13,-269.50022573581685
4607,3.9212266433831435e-09,-2.714033258091807e-13,-271.40332580918067
4608,3.921214535934853e-09,-2.835107740996522e-13,-283.51077409965217
4609,3.9212413018236206e-09,-2.5674488533212235e-13,-256.74488533212235
4610,3.921274974026017e-09,-2.2307268293596848e-13,-223.0726829359685
4611,3.921276610683406e-09,-2.21436025546493e-13,-221.436025546493
4612,3.921266446342249e-09,-2.3160036670343597e-13,-231.60036670343598
4613,3.92126299052914e-09,-2.350561798130706e-13,-235.05617981307057
4614,3.921260193504375e-09,-2.378532045776487e-13,-237.85320457764868
4615,3.921259727785332e-09,-2.3831892362083983e-13,-238.31892362083983
4616,3.921244405704705e-09,-2.5364100424767654e-13,-253.64100424767653
4617,3.921279845292168e-09,-2.1820141678509973e-13,-218.20141678509972
4618,3.9213061761719185e-09,-1.918705370342254e-13,-191.8705370342254
4619,3.921306744537802e-09,-1.9130217115035418e-13,-191.30217115035418
4620,3.921285344826372e-09,-2.1270188258032995e-13,-212.70188258032994
4621,3.9213112401550055e-09,-1.8680655394719735e-13,-186.80655394719736
4622,3.921286841486156e-09,-2.1120522279637665e-13,-211.20522279637666
4623,3.921280496409782e-09,-2.1755029917041356e-13,-217.55029917041355
4624,3.9212685993780284e-09,-2.2944733092425994e-13,-229.44733092425994
4625,3.9213111119209935e-09,-1.8693478795914808e-13,-186.93478795914808
4626,3.9213440598763385e-09,-1.5398683261421452e-13,-153.9868326142145
4627,3.9213272260655175e-09,-1.7082064343520208e-13,-170.82064343520207
4628,3.9213084014697724e-09,-1.896452391802532e-13,-189.6452391802532
4629,3.9213221466325495e-09,-1.7590007640318804e-13,-175.90007640318805
4630,3.921306352517402e-09,-1.9169419155087063e-13,-191.69419155087064
4631,3.9213125749163e-09,-1.8547179265265045e-13,-185.47179265265044
4632,3.921296895835003e-09,-2.0115087394983232e-13,-201.15087394983232
4633,3.921345164705457e-09,-1.5288200349539748e-13,-152.88200349539747
4634,3.921361270826885e-09,-1.3677588206752788e-13,-136.77588206752787
4635,3.9213419863125785e-09,-1.5606039637414736e-13,-156.06039637414736
4636,3.921335671946231e-09,-1.6237476272164863e-13,-162.37476272164864
4637,3.9213298825505755e-09,-1.681641583772324e-13,-168.1641583772324
4638,3.921335999727653e-09,-1.6204698129985195e-13,-162.04698129985195
4639,3.9213103074158765e-09,-1.8773929307618663e-13,-187.73929307618664
4640,3.921353318691841e-09,-1.4472801711173143e-13,-144.72801711173145
4641,3.9213797876718436e-09,-1.1825903710913676e-13,-118.25903710913676
4642,3.9213666253761544e-09,-1.3142133279827372e-13,-131.4213327982737
4643,3.921359078515882e-09,-1.389681930704022e-13,-138.96819307040218
4644,3.921358008869124e-09,-1.4003783982872208e-13,-140.03783982872207
